Music;Quadrant;Id;Semantic_Gazeteers_AvgValence;Semantic_Gazeteers_AvgArousal;Semantic_DAL_ANEW_AvgValence;Semantic_DAL_ANEW_AvgArousal;Semantic_DAL_ANEW_AvgDominance;Semantic_Synesktech_Valence;Semantic_Synesktech_HappinessWeight;Semantic_Synesktech_SadnessWeight;Semantic_Synesktech_AngerWeight;Semantic_Synesktech_FearWeight;Semantic_Synesktech_DisgustWeight;Semantic_Synesktech_SurpriseWeight;Semantic_GI_negativ;Semantic_GI_pstv;Semantic_GI_strong;Semantic_GI_weak;Semantic_GI_submit;Semantic_GI_pain;Semantic_GI_arousal;Semantic_GI_vice;Semantic_GI_academ;Semantic_GI_doctrin;Semantic_GI_econ@;Semantic_GI_exch;Semantic_GI_exprsv;Semantic_GI_legal;Semantic_GI_milit;Semantic_GI_polit@;Semantic_GI_polit;Semantic_GI_relig;Semantic_GI_coll;Semantic_GI_work;Semantic_GI_ritual;Semantic_GI_male;Semantic_GI_female;Semantic_GI_hu;Semantic_GI_social;Semantic_GI_region;Semantic_GI_route;Semantic_GI_land;Semantic_GI_sky;Semantic_GI_object;Semantic_GI_food;Semantic_GI_comnobj;Semantic_GI_natobj;Semantic_GI_bodypt;Semantic_GI_comform;Semantic_GI_say;Semantic_GI_need;Semantic_GI_goal;Semantic_GI_means;Semantic_GI_persist;Semantic_GI_fail;Semantic_GI_natrpro;Semantic_GI_begin;Semantic_GI_vary;Semantic_GI_increas;Semantic_GI_finish;Semantic_GI_stay;Semantic_GI_rise;Semantic_GI_exert;Semantic_GI_fetch;Semantic_GI_fall;Semantic_GI_causal;Semantic_GI_ought;Semantic_GI_perceiv;Semantic_GI_compare;Semantic_GI_solve;Semantic_GI_abs@;Semantic_GI_quality;Semantic_GI_quan;Semantic_GI_numb;Semantic_GI_freq;Semantic_GI_time@;Semantic_GI_space;Semantic_GI_pos;Semantic_GI_dim;Semantic_GI_rel;Semantic_GI_self;Semantic_GI_our;Semantic_GI_you;Semantic_GI_name;Semantic_GI_yes;Semantic_GI_negate;Semantic_GI_intrj;Semantic_GI_sv;Semantic_GI_indadj;Semantic_GI_powgain;Semantic_GI_powloss;Semantic_GI_powcon;Semantic_GI_powcoop;Semantic_GI_powaupt;Semantic_GI_powtot;Semantic_GI_rcrelig;Semantic_GI_rcgain;Semantic_GI_rcends;Semantic_GI_rctot;Semantic_GI_rspgain;Semantic_GI_rsploss;Semantic_GI_rspoth;Semantic_GI_rsptot;Semantic_GI_affpt;Semantic_GI_affoth;Semantic_GI_wlbgain;Semantic_GI_wlbloss;Semantic_GI_wlbphys;Semantic_GI_wlbpsyc;Semantic_GI_wlbpt;Semantic_GI_enlends;Semantic_GI_enltot;Semantic_GI_skltot;Semantic_GI_trngain;Semantic_GI_trnloss;Semantic_GI_tranlw;Semantic_GI_meanslw;Semantic_GI_endslw;Semantic_GI_arenalw;Semantic_GI_ptlw;Semantic_GI_negaff;Semantic_GI_posaff;Semantic_GI_if;Stylistic_CapitalLetters_cfcl
mt0000425270;Q2;mt0000425270;2.071052631578948;2.16;1.8569801354401807;1.6636677200902932;1.5336343115124147;-1;1.0;1.0;1.0;1.0;1.0;0.18;47;85;166;14;8;4;16;12;1;3;12;1;6;16;1;12;25;2;8;12;1;4;0;25;2;2;0;0;3;30;6;2;5;4;32;3;16;8;23;4;0;12;8;6;0;8;3;2;4;15;0;34;7;20;5;37;20;24;57;10;12;30;71;10;2;13;5;1;70;10;12;19;20;52;0;0;3;2;1;4;54;0;3;2;30;5;0;3;8;4;7;0;7;16;6;1;1;50;6;4;4;31;4;11;1;4;3;13;13;112
mt0000431226;Q3;mt0000431226;1.73;2.2222222222222223;1.9249154285714285;1.7241959999999992;1.6171428571428563;-1;1.0;1.0;0.9;0.9;0.7;0.225;28;38;69;22;5;7;15;12;2;0;2;1;2;4;0;0;0;2;2;10;2;1;0;7;0;0;3;1;1;12;2;2;2;3;14;1;16;0;9;3;9;6;9;6;0;3;2;2;2;10;1;7;0;9;1;20;4;1;27;1;6;24;19;0;3;5;23;0;21;0;0;0;5;27;0;6;5;0;3;2;20;0;1;0;8;0;4;5;9;1;3;0;2;6;4;2;0;18;3;18;1;8;2;14;0;2;4;9;6;28
mt0000436815;Q4;mt0000436815;2.475294117647059;2.124705882352941;1.8819659459459464;1.7188151351351342;1.6486486486486474;1;1.0;0.2666666666666666;0.2666666666666666;0.15;0.18;0.0;27;53;36;35;9;0;14;2;6;4;4;0;5;4;7;0;2;8;4;4;2;6;9;5;2;1;0;8;1;10;0;4;0;1;26;0;6;1;8;0;0;7;1;4;1;8;1;4;2;0;21;6;0;4;3;10;4;11;21;0;0;12;28;0;0;6;7;3;12;1;0;5;3;10;0;0;0;6;0;1;15;4;2;3;11;0;1;1;2;0;9;0;0;3;2;0;2;22;4;0;10;11;0;6;1;1;0;9;2;32
mt0000447539;Q4;mt0000447539;2.7328571428571427;2.4742857142857138;1.9291653061224487;1.78321224489796;1.6163265306122456;1;1.0;0.2666666666666666;0.0;0.0;0.0;0.0;6;5;9;0;0;0;0;0;0;0;0;0;6;0;0;3;3;5;0;10;0;12;0;6;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;6;1;0;20;0;0;0;10;10;0;0;0;0;0;0;0;2;0;5;0;0;0;3;0;0;0;0;6;0;0;0;0;6;6;1;0;0;0;0;0;1;2;0;2;4;0;0;2;2;0;1;0;0;1;1;0;0;0;0;0;6;6;0;0;0;0;0;3;0;21
mt0000463371;Q2;mt0000463371;1.7694999999999996;2.2620000000000005;1.7837809160305351;1.7298137404580158;1.7022900763358784;1;1.0;1.0;0.5;1.0;0.25;0.1;43;10;34;15;3;1;9;9;2;2;1;1;0;0;0;1;1;11;5;5;2;2;5;12;5;0;1;2;0;1;0;0;1;6;2;0;7;2;1;0;3;16;0;1;2;5;0;1;1;1;1;5;2;1;0;4;9;6;6;2;1;3;22;0;1;0;7;0;2;0;0;2;2;12;3;1;2;3;0;1;11;10;0;0;10;0;1;1;2;1;1;0;1;17;0;4;0;4;0;1;6;7;0;7;1;0;5;0;1;41
mt0000464234;Q2;mt0000464234;2.053;2.1955;1.827090027700832;1.6454401662049851;1.5379501385041543;-1;1.0;1.0;1.0;1.0;0.25;1.0;54;42;100;16;15;2;12;18;0;4;9;4;20;3;2;5;11;4;9;26;2;9;0;23;2;2;1;2;0;29;2;9;3;3;45;6;4;7;11;6;3;4;2;10;2;3;7;4;10;7;0;24;9;6;0;24;15;12;21;6;12;31;38;6;2;15;16;8;30;0;6;8;16;43;1;7;13;13;4;1;72;3;1;4;16;0;4;3;7;6;1;0;3;5;1;0;2;57;22;3;2;21;0;11;2;4;3;10;6;77
mt0000475876;Q1;mt0000475876;2.6928571428571435;2.4985714285714287;1.9033250000000008;1.6705072674418575;1.6476744186046508;-1;0.45;1.0;0.5;0.5;0.5;0.09;62;174;233;15;3;2;2;14;0;0;8;0;4;46;0;0;2;0;1;54;3;0;3;7;7;0;0;0;0;14;0;0;2;1;35;1;10;5;46;1;2;1;3;5;0;2;0;0;1;44;0;8;37;0;1;7;39;2;79;0;13;51;76;0;8;6;14;35;21;0;74;5;45;50;0;1;1;2;1;0;7;0;37;1;83;1;1;1;3;1;7;0;2;0;2;4;2;15;5;5;3;13;1;20;0;1;1;1;16;55
mt0000489470;Q4;mt0000489470;2.619;2.184;1.9243275280898888;1.6060938202247197;1.5011235955056172;-1;1.0;0.3333333333333333;0.2666666666666666;0.2;0.2;0.0615384615384615;33;21;20;23;1;5;9;5;0;0;2;0;1;2;0;0;0;3;3;2;1;0;0;6;0;0;1;1;3;3;0;1;1;2;15;0;12;1;2;3;0;8;0;3;3;1;3;1;1;2;0;5;0;1;0;7;8;6;12;0;2;11;9;0;0;3;17;2;38;0;0;6;3;26;1;0;0;2;0;0;6;2;0;0;2;0;0;0;0;0;2;0;2;4;3;3;2;15;5;0;2;4;3;12;2;3;3;1;2;34
mt0000495842;Q4;mt0000495842;2.6245454545454545;1.7609090909090908;1.9316221374045817;1.706848854961832;1.5969465648854946;1;1.0;0.8;0.4;0.4;0.4;0.0615384615384615;5;17;27;0;0;1;0;2;0;4;0;0;0;2;0;1;7;3;1;0;2;0;0;2;0;0;6;2;2;4;0;0;0;1;15;0;0;6;12;1;0;9;0;0;0;0;2;4;0;0;0;0;0;6;3;9;7;2;19;2;1;15;35;0;0;6;0;0;40;0;0;12;10;4;0;6;0;0;6;1;21;1;0;0;1;0;0;6;6;0;0;3;4;8;1;0;6;21;2;0;0;0;0;0;0;0;0;0;12;0
mt0000502143;Q2;mt0000502143;1.4480000000000004;2.473333333333333;1.7620281553398056;1.7474262135922334;1.6932038834951455;-1;0.3333333333333333;0.8571428571428571;0.1428571428571428;0.7857142857142857;0.1428571428571428;1.0;58;9;54;16;1;40;2;5;0;0;1;0;1;1;0;0;1;4;0;3;1;4;2;8;1;0;1;1;0;1;0;0;0;0;7;0;0;1;0;2;0;4;0;3;0;5;1;1;1;0;0;7;0;5;0;4;2;2;12;2;8;21;19;1;1;1;1;5;5;0;0;1;1;5;2;0;3;1;0;0;9;0;0;4;5;0;0;1;1;4;0;1;21;4;30;0;0;11;0;0;0;8;0;14;1;2;2;1;2;37
mt0000515256;Q3;mt0000515256;2.04;1.882;1.914555974842768;1.684947169811321;1.5962264150943388;-1;1.0;1.0;0.0909090909090909;0.225;0.05;0.0;24;46;14;13;16;9;9;9;0;0;6;0;0;8;0;0;2;0;0;12;2;0;0;0;3;0;3;0;0;8;0;0;0;0;19;2;4;0;11;0;0;9;0;9;0;3;0;3;6;0;0;5;0;4;3;27;0;9;15;0;3;19;24;0;0;12;15;3;14;0;0;0;7;33;0;3;0;0;0;0;9;0;10;0;16;0;0;3;3;0;6;2;6;12;3;0;0;37;0;0;3;21;0;7;0;0;6;6;2;21
mt0000518591;Q1;mt0000518591;2.8418181818181822;2.2818181818181817;1.9266907608695656;1.7147858695652156;1.503260869565217;1;1.0;1.0;0.5;0.5;0.5;1.0;26;49;55;13;6;0;0;10;2;1;14;0;3;8;1;2;3;0;0;5;0;0;0;14;8;0;3;0;2;4;0;1;0;0;26;1;5;1;11;2;6;3;0;4;0;2;2;0;4;4;0;2;5;3;0;39;0;7;21;2;30;91;33;6;12;4;23;0;31;0;0;0;20;38;0;4;4;2;2;0;15;0;0;1;10;2;0;4;6;0;13;0;0;0;0;12;1;56;3;3;6;12;0;14;0;0;0;0;5;37
mt0000526302;Q4;mt0000526302;2.631176470588236;2.511176470588236;1.8708163398692816;1.795906535947713;1.5738562091503248;1;1.0;0.2666666666666666;1.0;0.1333333333333333;0.1333333333333333;0.1542857142857142;16;36;63;22;21;6;1;4;0;2;4;8;6;4;0;5;11;0;1;2;0;0;0;4;0;0;0;1;0;6;0;2;4;2;18;2;12;2;11;4;1;3;0;0;0;1;3;0;0;2;0;6;0;10;0;24;9;8;26;0;6;34;13;0;6;10;10;9;8;0;2;12;5;33;0;10;1;1;0;0;31;0;0;0;11;0;0;2;2;0;0;0;4;0;2;0;0;16;0;1;4;8;3;4;0;2;0;1;10;43
mt0000526867;Q3;mt0000526867;2.3120000000000003;2.3;1.8277630303030312;1.6723096969696971;1.6969696969696957;1;1.0;0.2666666666666666;0.1333333333333333;0.1333333333333333;0.1333333333333333;0.0909090909090909;23;41;42;33;3;1;17;23;1;0;2;0;1;8;0;2;0;2;1;3;2;0;0;2;2;0;1;0;0;10;0;1;1;10;25;0;4;0;19;2;6;2;2;4;2;3;1;0;3;8;2;6;0;1;0;4;2;0;49;0;6;15;35;0;11;27;1;0;22;0;0;8;2;10;0;4;2;0;2;1;9;0;0;2;10;1;0;1;2;0;4;0;4;1;1;0;2;15;5;0;0;6;0;7;0;0;1;7;2;50
mt0000530706;Q1;mt0000530706;2.7333333333333334;1.7377777777777783;1.8770976562500008;1.6051101562500003;2.1187499999999995;-1;0.45;0.09;0.0909090909090909;0.09;0.0;0.0615384615384615;6;19;11;7;1;0;0;2;0;0;3;0;0;0;0;4;53;0;2;0;0;12;0;16;51;0;0;51;0;12;0;0;2;0;5;0;2;0;0;0;2;0;0;0;2;2;0;6;0;0;0;3;1;6;0;7;0;0;11;0;4;22;11;0;3;0;2;4;0;0;0;0;8;26;0;0;0;0;0;0;156;0;0;1;2;0;0;0;0;2;0;0;0;18;0;0;0;8;0;0;0;10;0;2;0;0;2;6;8;48
mt0000552259;Q3;mt0000552259;2.8190909090909093;2.52;1.8362767676767668;1.7240717171717177;1.3494949494949495;1;1.0;1.0;0.5;0.5;0.5;0.0217391304347826;7;37;15;21;2;2;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;3;0;0;2;1;1;0;4;1;2;1;2;4;1;1;0;1;0;0;0;0;0;2;0;1;0;4;0;0;24;2;1;4;1;0;0;4;13;0;0;0;1;15;3;33;1;0;1;0;0;0;2;0;0;0;5;1;1;0;2;0;16;0;1;6;2;0;0;2;0;4;0;0;0;0;2;1;0;0;0;22
mt0000553622;Q3;mt0000553622;1.8560000000000003;2.286;1.8378881720430107;1.691961290322581;1.6322580645161286;-1;0.2666666666666666;0.4;1.0;0.1166666666666666;0.225;0.175;29;8;22;9;5;2;6;8;0;1;6;5;0;0;4;0;2;3;0;10;0;0;0;0;2;2;0;0;2;4;2;0;0;3;5;0;4;0;2;1;1;10;0;6;0;5;0;1;4;2;2;1;0;2;0;1;2;3;11;0;0;8;14;0;0;1;11;0;0;0;1;0;1;4;2;2;1;8;5;0;16;2;0;0;2;0;0;3;3;0;0;0;2;4;0;0;0;0;1;0;6;2;1;8;0;0;3;1;0;21
mt0000564376;Q3;mt0000564376;2.575714285714286;2.2728571428571427;1.972380952380954;1.751293197278912;1.6054421768707476;-1;1.0;1.0;0.75;0.75;0.75;0.0615384615384615;14;38;26;8;2;3;10;4;1;0;2;0;1;1;0;2;5;0;1;5;0;6;6;14;4;0;0;0;0;3;1;0;2;4;9;3;3;2;2;3;6;0;0;9;0;1;0;4;4;0;0;5;0;0;1;14;2;4;17;5;11;20;2;0;0;2;27;0;31;1;0;8;2;32;0;8;4;0;0;0;23;0;0;0;2;0;0;3;3;3;12;0;1;1;3;3;2;19;0;0;1;2;0;5;0;6;5;3;4;22
mt0000567692;Q3;mt0000567692;1.5333333333333323;1.5146666666666666;1.7515593333333337;1.653876666666666;1.7199999999999995;-1;0.16;1.0;0.125;0.24;0.24;0.125;38;13;76;19;0;20;0;7;0;0;1;1;0;0;0;0;3;0;0;5;8;0;0;1;0;0;0;0;4;6;0;0;0;2;4;0;5;0;2;5;2;5;4;4;0;6;1;2;6;1;3;18;1;0;1;5;0;7;21;2;0;17;24;1;0;5;8;0;15;4;18;0;17;14;1;3;3;3;0;0;12;0;0;0;6;0;0;0;0;0;1;0;2;0;18;0;4;5;6;1;2;6;0;1;0;1;0;4;6;37
mt0000570966;Q3;mt0000570966;2.687884615384616;2.458076923076924;1.9629759420289856;1.7608660869565191;1.4724637681159392;1;1.0;1.0;1.0;1.0;0.2;0.0615384615384615;16;137;60;18;4;1;7;7;14;0;4;0;17;10;0;4;6;1;1;30;14;6;2;20;2;2;0;6;0;1;0;0;1;1;8;3;2;2;7;3;5;4;8;8;2;7;1;2;10;2;3;12;0;4;0;18;25;9;41;1;6;37;23;4;4;4;10;0;38;0;6;7;8;48;0;3;3;6;1;1;30;1;4;0;19;0;2;2;4;6;42;0;2;0;0;6;1;41;24;9;1;4;1;3;5;4;6;21;7;43
mt0000580738;Q3;mt0000580738;2.701363636363636;2.5204545454545446;1.9484773109243687;1.825158823529411;1.7243697478991598;-1;1.0;1.0;0.7;1.0;0.7;0.0615384615384615;11;52;27;5;2;1;4;0;0;1;7;1;4;6;2;1;3;0;1;21;0;7;10;14;2;1;0;0;4;10;3;0;2;1;17;3;3;1;7;2;2;1;0;2;0;12;6;1;1;0;0;15;1;8;2;12;1;7;27;5;6;18;16;1;0;3;41;1;12;1;0;0;1;28;0;0;6;3;1;0;17;0;1;1;5;0;0;2;2;6;0;0;0;2;24;0;1;14;2;0;2;16;0;9;1;1;0;13;5;39
mt0000592222;Q3;mt0000592222;1.5916666666666668;2.2066666666666666;1.8781464788732407;1.7148485915492957;1.7323943661971828;-1;0.2666666666666666;1.0;0.09;1.0;0.0625;0.045;16;17;17;18;4;9;22;1;0;0;0;0;0;4;0;2;2;0;2;13;0;0;0;3;0;0;0;0;8;11;0;0;1;2;2;0;7;2;1;1;4;4;3;7;0;1;3;3;3;3;7;3;0;3;1;12;1;2;14;0;5;26;22;0;3;3;26;0;4;0;0;2;0;28;0;0;2;2;0;0;9;0;0;0;7;0;2;0;2;1;0;0;0;7;2;0;0;7;1;9;0;3;0;5;0;0;2;2;4;20
mt0000599398;Q4;mt0000599398;2.79375;2.1049999999999995;1.8900628571428584;1.6591076190476193;1.6533333333333338;-1;1.0;1.0;0.15;1.0;0.2;0.09;5;15;15;3;1;0;0;3;1;1;6;1;0;0;0;0;0;1;0;1;1;0;0;3;1;0;0;0;1;3;0;0;0;0;3;0;0;2;2;1;0;4;0;20;0;0;0;1;6;2;0;1;0;0;1;4;10;8;16;6;5;26;3;0;0;1;0;0;0;0;1;1;2;4;0;0;0;0;0;0;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;13;0;3;0;1;0;6;0;22
mt0000603187;Q3;mt0000603187;1.0;1.13;1.7783684684684686;1.7044612612612613;1.5909909909909896;-1;0.8;0.5;0.2;0.15;0.2;0.1285714285714285;17;10;28;11;3;4;4;1;0;1;0;1;1;4;0;0;3;0;1;1;2;0;0;1;2;0;3;0;0;9;0;1;3;3;15;3;0;1;7;3;1;15;0;2;1;2;0;0;1;0;1;2;0;2;0;7;1;2;15;2;0;14;46;1;0;3;10;4;10;0;0;1;3;13;0;2;0;1;3;0;13;0;1;0;5;0;1;3;4;0;3;0;3;11;1;0;1;14;1;0;1;10;0;4;1;0;0;1;7;0
mt0000604234;Q2;mt0000604234;2.1166666666666663;2.406;1.9060333333333328;1.7335205128205131;1.697435897435897;-1;1.0;1.0;0.5;1.0;0.2;0.0;23;26;8;21;1;1;2;13;0;0;4;0;3;2;0;0;2;1;2;3;2;1;0;11;0;0;0;1;0;3;0;0;0;1;8;0;0;0;1;1;1;2;1;0;1;1;0;0;0;1;0;11;0;0;0;1;4;2;28;1;0;0;7;0;6;1;0;9;13;0;0;12;5;44;2;0;1;1;0;0;4;1;0;0;17;0;0;2;2;0;4;0;2;6;0;2;2;9;0;0;2;6;0;0;1;1;6;2;0;29
mt0000606812;Q3;mt0000606812;2.3125;2.3975;1.9663429319371728;1.7198251308900516;1.5570680628272244;1;1.0;1.0;0.5;0.5;0.5;0.045;11;51;54;11;5;2;29;13;0;0;2;0;6;8;0;1;6;0;0;14;6;0;0;0;1;0;0;0;0;4;0;0;0;5;46;4;5;9;15;1;7;0;6;4;1;1;4;0;1;7;0;8;2;0;0;28;2;4;47;0;3;30;15;3;0;5;23;0;25;2;3;6;14;22;0;0;2;4;1;0;30;0;1;1;17;0;2;1;3;0;3;0;1;0;2;0;3;63;11;14;2;19;3;28;0;0;0;0;15;38
mt0000630628;Q4;mt0000630628;1.653333333333333;2.598333333333333;1.8633569444444449;1.6797444444444445;1.574999999999999;-1;0.1333333333333333;0.0692307692307692;0.16;1.0;0.1666666666666666;0.2;6;18;24;19;3;2;2;0;0;0;2;0;2;2;4;10;11;1;1;8;2;4;11;9;2;0;2;0;2;0;0;0;0;0;4;0;1;0;7;0;0;2;0;0;0;2;2;0;2;0;0;2;2;8;1;11;8;2;5;0;3;40;22;0;0;2;0;2;9;0;0;0;2;41;1;3;0;6;0;1;18;1;1;0;6;0;0;3;3;5;0;0;0;0;0;0;0;12;1;0;0;4;1;4;0;0;0;1;0;41
mt0000633351;Q4;mt0000633351;2.5616666666666665;2.12;1.902933898305085;1.649638983050847;1.4644067796610167;1;1.0;0.3333333333333333;0.125;0.125;0.125;0.0;0;43;10;2;2;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;1;0;1;0;0;0;0;7;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;2;0;0;1;7;1;3;10;3;0;6;2;1;0;4;7;0;6;0;0;3;4;12;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;12;0;0;1;0;0;0;19;0;0;0;2;1;3;0;0;0;5;4;7
mt0000638424;Q4;mt0000638424;2.6723529411764706;2.135294117647059;2.0525130841121504;1.7199925233644862;1.6373831775700929;1;1.0;0.96;1.0;1.0;0.84;0.18;6;16;12;6;3;0;4;1;1;0;0;0;6;1;0;0;1;6;0;3;0;0;0;2;1;4;0;1;5;1;0;0;0;0;8;0;4;0;2;0;2;3;0;0;0;2;2;0;0;1;0;3;0;1;0;3;1;3;8;0;1;13;22;3;3;6;2;5;10;0;0;0;1;13;0;0;0;0;1;0;5;0;0;0;2;0;0;0;0;0;8;0;0;0;2;0;0;3;1;1;3;5;0;6;3;1;0;4;2;29
mt0000638634;Q4;mt0000638634;2.828125;2.503125;2.0136993865030672;1.8345674846625752;1.5496932515337425;1;1.0;1.0;0.5;0.5;0.5;0.1;24;110;64;18;11;1;19;3;0;0;1;0;0;5;0;0;0;9;0;5;1;0;0;7;9;1;0;0;0;0;0;0;0;5;3;0;15;11;13;1;3;4;6;9;0;3;0;0;1;7;0;21;0;1;0;7;12;1;10;3;4;14;37;0;0;1;21;0;10;0;6;4;10;23;0;19;0;0;1;0;25;0;3;9;21;0;0;4;4;0;19;0;3;3;1;2;0;15;0;0;2;12;9;12;0;4;1;0;3;46
mt0000643201;Q3;mt0000643201;2.25;2.0466666666666664;1.881690797546012;1.6089073619631904;1.4625766871165642;-1;0.8;0.2666666666666666;0.7;0.8;0.7;0.0408163265306122;10;52;50;3;12;0;10;2;0;0;1;0;3;7;0;0;0;2;0;10;4;0;0;0;1;0;0;0;0;11;0;3;0;1;23;2;10;1;19;1;0;3;0;0;0;0;0;0;0;0;0;6;0;17;9;30;0;5;39;7;8;27;5;5;0;11;14;1;20;0;0;10;4;32;0;5;0;2;0;0;14;2;7;0;15;0;0;0;0;0;3;1;0;3;0;0;0;35;5;3;0;10;0;13;2;3;0;0;4;44
mt0000652082;Q4;mt0000652082;2.794166666666667;2.458333333333333;1.9160549295774647;1.6624288732394377;1.459154929577465;1;1.0;0.3333333333333333;0.1;0.0818181818181818;0.0666666666666666;0.0;12;82;20;10;0;0;2;6;0;0;0;0;0;16;0;3;3;2;2;2;0;3;0;5;0;0;1;1;0;10;7;0;3;0;4;0;8;1;2;2;0;1;0;0;4;3;0;1;0;0;0;0;0;0;2;3;3;1;45;2;3;26;6;1;3;1;0;2;2;0;0;12;8;30;0;0;0;0;0;0;0;1;0;0;17;0;0;4;4;0;20;1;0;1;0;2;0;4;0;0;1;2;0;24;6;0;2;0;1;19
mt0000666429;Q2;mt0000666429;2.128;2.204;1.9436504065040647;1.7727239837398368;1.6032520325203232;-1;1.0;1.0;1.0;0.45;0.45;0.0615384615384615;52;43;39;23;9;4;12;22;0;0;2;1;0;8;0;1;1;1;1;13;0;1;0;2;1;0;1;0;0;18;6;0;0;4;22;0;12;1;19;0;2;46;0;0;0;2;0;0;0;3;0;13;1;16;0;18;5;12;30;0;4;25;31;0;0;8;18;0;79;0;3;29;23;23;3;1;0;0;0;0;14;1;1;0;18;1;0;1;2;1;4;0;0;46;0;0;0;20;4;0;1;13;0;7;2;0;18;1;13;50
mt0000667625;Q1;mt0000667625;3.0;3.0;2.1124875000000003;1.8279500000000009;1.5479166666666666;1;1.0;0.1565217391304348;0.4;0.16;0.27;0.1285714285714285;34;42;44;8;0;0;34;6;0;0;12;6;2;12;6;0;6;0;6;2;2;0;0;14;0;0;0;2;6;10;2;0;0;0;30;0;12;0;2;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;10;4;24;18;0;0;4;3;0;0;2;24;0;30;0;14;0;14;26;0;0;0;0;0;6;12;0;0;0;12;0;6;0;6;8;0;0;0;6;0;0;0;20;2;0;0;16;0;12;0;0;2;4;2;18
mt0000670865;Q4;mt0000670865;2.2925;2.0975;1.9529706896551744;1.7063649425287355;1.6873563218390792;-1;1.0;1.0;0.75;1.0;0.75;0.09;8;29;31;4;4;1;15;7;6;4;2;1;1;11;0;2;3;1;3;6;2;4;13;3;1;1;0;0;0;16;1;6;0;3;18;0;2;0;3;0;0;5;2;6;1;1;7;5;3;0;1;8;0;3;0;3;0;8;18;0;2;9;17;0;0;8;12;6;22;0;0;0;0;11;1;2;0;0;3;1;26;3;0;0;9;1;0;2;3;0;3;1;2;8;1;0;0;15;1;1;1;11;1;1;3;0;1;4;6;26
mt0000685324;Q3;mt0000685324;2.8480000000000003;2.369;1.96911530612245;1.660289795918368;1.4938775510204083;-1;1.0;1.0;0.5;0.5;0.5;0.035;4;51;7;6;0;4;15;0;0;0;0;0;1;6;0;0;0;1;0;1;0;0;0;1;1;0;0;0;1;10;0;0;4;1;3;0;0;1;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;4;7;0;2;11;9;0;0;6;3;0;15;0;0;5;3;18;0;0;0;0;0;0;0;0;0;1;11;0;0;0;0;0;10;1;0;1;0;0;0;6;0;0;0;2;0;0;0;0;0;6;4;19
mt0000685538;Q3;mt0000685538;1.9942857142857144;1.85;1.8775476190476188;1.6836916666666664;1.5738095238095238;-1;0.8;1.0;0.2;0.0;0.0888888888888888;0.0615384615384615;31;8;38;8;0;8;0;9;0;0;2;0;4;0;0;0;2;0;0;5;0;0;0;4;2;0;0;0;0;8;2;4;0;0;8;0;0;0;7;7;14;0;0;0;0;3;0;0;0;0;0;3;0;7;0;4;0;0;0;0;1;9;14;0;0;0;6;0;10;0;0;1;18;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;6;0;3;4;0;18;2;0;14;42;0;0;0;0;3;0;0;31
mt0000688115;Q3;mt0000688115;2.51111111111111;2.3466666666666667;1.811372340425532;1.7575521276595751;1.4340425531914898;-1;1.0;1.0;0.5;0.5;0.5;0.0533333333333333;18;29;26;8;7;4;13;4;0;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;0;1;1;0;0;2;0;0;0;6;20;0;0;6;7;0;1;1;0;1;0;1;0;0;0;2;0;8;0;2;0;12;0;0;13;0;6;3;2;1;3;1;16;0;16;0;1;8;4;15;0;2;1;0;0;0;6;0;3;0;3;0;0;7;7;0;5;0;4;4;0;0;4;30;0;3;2;3;1;3;0;0;0;3;0;13
mt0000688312;Q3;mt0000688312;2.16;1.66;1.8428636363636364;1.6783757575757574;1.9757575757575752;-1;0.8;1.0;0.9;0.9;0.7;0.016;7;23;74;12;4;1;21;1;0;0;1;1;0;2;0;0;0;0;1;15;0;8;0;10;0;0;1;0;0;21;0;0;0;14;22;1;5;1;3;2;1;2;0;1;1;0;0;2;0;2;0;5;1;49;8;30;3;2;10;2;3;14;70;0;17;1;0;0;16;0;3;0;3;13;0;0;0;20;0;0;21;0;1;1;13;8;0;0;8;9;0;0;0;1;0;0;0;46;0;0;0;25;0;5;1;2;0;8;21;49
mt0000689110;Q2;mt0000689110;2.733333333333333;1.461666666666667;1.9348989690721647;1.6835329896907218;1.6804123711340204;-1;0.25;0.6;0.0888888888888888;0.15;0.15;0.0888888888888888;3;28;29;4;4;0;0;0;0;1;2;0;0;2;4;0;1;0;1;6;3;1;0;2;0;0;0;0;0;18;4;1;1;0;12;0;9;0;1;1;0;1;0;11;1;0;0;10;5;1;0;1;0;10;0;3;0;3;16;0;0;5;11;0;0;2;4;6;4;0;0;0;4;33;1;0;0;4;0;0;10;0;0;0;1;0;0;5;5;0;0;2;0;4;0;0;0;10;1;4;0;4;0;8;1;2;0;8;4;22
