Music;Quadrant;Id;Semantic_Gazeteers_AvgValence;Semantic_Gazeteers_AvgArousal;Semantic_DAL_ANEW_AvgValence;Semantic_DAL_ANEW_AvgArousal;Semantic_DAL_ANEW_AvgDominance;Semantic_Synesktech_Valence;Semantic_Synesktech_HappinessWeight;Semantic_Synesktech_SadnessWeight;Semantic_Synesktech_AngerWeight;Semantic_Synesktech_FearWeight;Semantic_Synesktech_DisgustWeight;Semantic_Synesktech_SurpriseWeight;Semantic_GI_positiv;Semantic_GI_negativ;Semantic_GI_pstv;Semantic_GI_affil;Semantic_GI_ngtv;Semantic_GI_hostile;Semantic_GI_strong;Semantic_GI_power;Semantic_GI_weak;Semantic_GI_submit;Semantic_GI_active;Semantic_GI_passive;Semantic_GI_pleasur;Semantic_GI_pain;Semantic_GI_arousal;Semantic_GI_emot;Semantic_GI_virtue;Semantic_GI_vice;Semantic_GI_ovrst;Semantic_GI_undrst;Semantic_GI_academ;Semantic_GI_doctrin;Semantic_GI_econ@;Semantic_GI_exch;Semantic_GI_econ;Semantic_GI_exprsv;Semantic_GI_legal;Semantic_GI_milit;Semantic_GI_polit@;Semantic_GI_polit;Semantic_GI_relig;Semantic_GI_role;Semantic_GI_coll;Semantic_GI_work;Semantic_GI_ritual;Semantic_GI_socrel;Semantic_GI_male;Semantic_GI_female;Semantic_GI_nonadlt;Semantic_GI_hu;Semantic_GI_place;Semantic_GI_social;Semantic_GI_region;Semantic_GI_route;Semantic_GI_land;Semantic_GI_sky;Semantic_GI_object;Semantic_GI_tool;Semantic_GI_food;Semantic_GI_comnobj;Semantic_GI_natobj;Semantic_GI_bodypt;Semantic_GI_comform;Semantic_GI_com;Semantic_GI_say;Semantic_GI_need;Semantic_GI_goal;Semantic_GI_try;Semantic_GI_means;Semantic_GI_persist;Semantic_GI_complet;Semantic_GI_fail;Semantic_GI_natrpro;Semantic_GI_begin;Semantic_GI_vary;Semantic_GI_increas;Semantic_GI_finish;Semantic_GI_stay;Semantic_GI_rise;Semantic_GI_exert;Semantic_GI_fetch;Semantic_GI_travel;Semantic_GI_fall;Semantic_GI_know;Semantic_GI_causal;Semantic_GI_ought;Semantic_GI_perceiv;Semantic_GI_compare;Semantic_GI_eval;Semantic_GI_solve;Semantic_GI_abs@;Semantic_GI_abs;Semantic_GI_quality;Semantic_GI_quan;Semantic_GI_numb;Semantic_GI_card;Semantic_GI_freq;Semantic_GI_time@;Semantic_GI_time;Semantic_GI_space;Semantic_GI_pos;Semantic_GI_dim;Semantic_GI_rel;Semantic_GI_self;Semantic_GI_our;Semantic_GI_you;Semantic_GI_name;Semantic_GI_yes;Semantic_GI_no;Semantic_GI_negate;Semantic_GI_intrj;Semantic_GI_iav;Semantic_GI_dav;Semantic_GI_sv;Semantic_GI_indadj;Semantic_GI_powgain;Semantic_GI_powloss;Semantic_GI_powcon;Semantic_GI_powcoop;Semantic_GI_powaupt;Semantic_GI_powoth;Semantic_GI_powtot;Semantic_GI_rcethic;Semantic_GI_rcrelig;Semantic_GI_rcgain;Semantic_GI_rcends;Semantic_GI_rctot;Semantic_GI_rspgain;Semantic_GI_rsploss;Semantic_GI_rspoth;Semantic_GI_rsptot;Semantic_GI_affgain;Semantic_GI_affpt;Semantic_GI_affoth;Semantic_GI_afftot;Semantic_GI_wltoth;Semantic_GI_wlttot;Semantic_GI_wlbgain;Semantic_GI_wlbloss;Semantic_GI_wlbphys;Semantic_GI_wlbpsyc;Semantic_GI_wlbpt;Semantic_GI_wlbtot;Semantic_GI_enlgain;Semantic_GI_enlends;Semantic_GI_enloth;Semantic_GI_enltot;Semantic_GI_skloth;Semantic_GI_skltot;Semantic_GI_trngain;Semantic_GI_trnloss;Semantic_GI_tranlw;Semantic_GI_meanslw;Semantic_GI_endslw;Semantic_GI_arenalw;Semantic_GI_ptlw;Semantic_GI_negaff;Semantic_GI_posaff;Semantic_GI_surelw;Semantic_GI_if;Semantic_GI_notlw;Semantic_GI_timespc;Semantic_GI_formlw;Stylistic_WordsDictionary_Count;Stylistic_CapitalLetters_cfcl
L135-69;Q3;L135-69;2.06;1.8425;1.8495280487804888;1.745148780487804;1.71219512195122;-1;1.0;0.8571428571428571;0.2117647058823529;0.7857142857142857;0.25;0.0615384615384615;26;30;26;22;30;7;16;7;26;0;14;52;0;1;25;12;4;3;11;1;0;0;0;0;2;0;3;0;0;1;0;0;0;3;0;10;0;0;0;0;6;0;0;0;0;6;5;2;0;3;0;0;1;1;1;0;0;2;1;0;4;5;20;0;0;0;0;2;0;0;4;2;0;3;4;2;1;0;3;8;1;2;2;4;0;0;1;3;1;8;0;0;10;11;2;8;0;0;0;1;2;39;8;34;10;0;0;2;0;0;14;16;0;0;0;0;0;0;0;0;0;10;0;0;10;2;2;0;10;10;1;0;21;3;0;6;9;4;4;2;2;2;0;5;0;0;1;10;3;1;1;3;1;33;18
L136-123;Q1;L136-123;2.515185185185185;2.3796296296296284;1.920299253731344;1.7655182835820893;1.7455223880597008;1;0.5;1.0;0.5;0.5;0.5;0.1285714285714285;84;29;87;41;27;19;170;100;20;2;236;35;0;0;10;0;43;3;35;8;0;0;7;0;7;54;4;1;6;7;7;13;9;16;18;101;0;1;3;24;5;3;0;0;0;1;16;9;1;0;0;4;18;15;1;7;2;11;15;1;13;16;41;9;22;1;2;2;9;16;17;68;0;4;12;3;5;1;8;9;17;20;2;28;0;0;7;42;4;29;0;0;3;10;0;30;0;11;1;4;20;224;81;2;0;5;4;1;1;3;46;63;4;7;2;0;13;5;3;1;9;17;0;33;50;1;1;0;0;17;0;4;21;6;0;4;10;4;12;11;11;64;0;12;2;2;0;4;33;3;5;55;19;264;68
L137-165;Q2;L137-165;2.1;2.192;1.9005891566265063;1.7358680722891555;1.6879518072289168;1;1.0;1.0;1.0;0.5;0.5;1.0;68;64;66;56;57;30;134;43;38;13;167;88;10;0;21;6;36;8;40;11;5;0;18;3;17;8;10;1;3;12;2;13;5;26;4;64;2;0;4;18;15;7;3;0;5;0;42;15;8;8;7;10;41;20;0;27;1;13;19;5;15;7;17;7;24;1;6;6;6;11;12;11;11;14;5;3;33;0;4;23;8;17;14;36;3;2;1;30;9;71;15;15;13;44;3;16;4;10;2;10;14;235;57;55;2;2;8;9;1;0;17;40;8;1;0;2;11;4;2;13;19;6;1;8;15;15;17;3;1;12;4;8;28;16;1;30;48;3;5;4;3;14;8;23;4;1;3;10;20;4;11;59;16;204;102
L138-136;Q4;L138-136;2.7678571428571432;2.5157142857142856;2.0475924050632908;1.7329835443037982;1.7215189873417724;1;1.0;0.2666666666666666;0.1;0.06;0.0888888888888888;0.0615384615384615;33;5;31;26;5;1;26;12;5;8;26;16;10;0;8;11;11;2;23;5;0;0;3;0;1;8;0;0;0;0;4;2;0;7;3;17;0;0;1;2;3;2;0;0;0;1;4;4;0;0;0;3;13;4;0;4;4;1;2;2;2;4;1;0;0;0;0;1;1;1;2;2;0;0;0;0;1;9;8;1;0;1;0;26;0;0;0;12;1;17;0;6;3;15;0;8;0;0;0;0;5;33;8;21;0;0;0;1;0;0;5;6;0;2;2;0;4;0;0;2;2;13;0;7;20;1;1;0;0;0;0;2;2;1;0;0;1;3;4;4;4;4;0;6;0;7;0;3;24;0;0;13;5;32;20
L140-94;Q2;L140-94;1.8286274509803924;2.492352941176469;1.8665166287015924;1.6893694760820046;1.5831435079726646;-1;1.0;1.0;1.0;1.0;1.0;0.36;90;32;90;75;30;16;97;44;24;4;156;54;7;2;33;14;20;4;49;32;3;0;5;2;2;2;14;0;1;22;3;11;1;8;4;58;5;2;6;12;5;4;0;0;1;0;9;3;1;3;0;5;26;22;19;5;3;10;28;1;2;7;36;2;4;1;5;9;2;3;4;9;4;23;21;1;7;2;3;22;5;6;10;27;2;2;1;30;1;52;3;7;4;54;5;30;0;3;0;1;36;157;49;43;1;7;7;0;0;1;32;53;13;3;3;1;20;1;2;1;4;31;2;25;58;3;5;1;5;5;1;0;12;25;6;28;60;1;2;5;6;10;0;2;23;4;8;7;28;31;1;49;22;225;90
L141-95;Q2;L141-95;2.4066666666666667;2.1766666666666667;1.9122294117647067;1.6825536764705884;1.6294117647058817;-1;1.0;1.0;1.0;0.5;0.175;0.225;28;28;27;10;28;13;49;9;19;7;59;40;1;5;8;3;10;10;17;12;0;0;2;0;2;0;6;0;0;1;1;3;0;6;0;21;0;1;0;3;2;0;0;0;2;0;5;3;0;1;1;2;4;2;1;7;1;8;12;1;2;6;7;1;6;0;1;3;3;4;2;12;1;24;7;0;5;0;3;16;5;11;3;18;2;2;6;27;3;10;0;0;2;14;0;40;1;0;0;2;9;77;22;12;0;6;4;0;0;0;7;17;7;1;2;0;10;0;0;2;2;2;0;0;2;1;1;0;5;6;3;0;14;2;0;23;25;2;2;2;2;17;6;10;0;1;6;2;5;6;2;19;3;63;36
L142-96;Q1;L142-96;2.80318181818182;2.3825000000000007;1.995208695652173;1.7546086956521738;1.6015810276679812;1;1.0;0.2666666666666666;0.2666666666666666;0.2571428571428571;0.18;0.0533333333333333;74;53;74;24;53;48;51;20;17;5;71;42;37;0;20;9;17;1;27;11;5;0;2;0;1;37;3;4;0;2;0;18;1;7;7;17;17;24;0;19;4;1;1;0;2;0;12;9;1;0;1;0;42;4;1;10;2;5;5;1;2;0;3;2;2;0;2;3;6;1;1;29;1;3;11;0;14;0;3;23;5;5;9;18;0;0;0;48;0;18;0;0;19;1;1;33;0;0;0;0;5;84;16;84;0;2;3;4;4;0;7;20;14;0;0;0;14;0;37;2;39;9;16;0;25;2;2;0;0;5;37;0;42;1;0;12;13;5;5;2;0;11;0;6;2;0;0;14;11;7;0;63;0;131;34
L144-110;Q1;L144-110;2.496;2.466;1.8687325714285703;1.6709988571428556;1.4274285714285708;1;1.0;0.42;0.24;0.42;0.08;0.108;36;19;37;10;18;17;37;12;14;5;42;17;4;1;5;3;31;2;27;8;0;1;1;0;10;0;5;2;3;12;1;1;3;4;1;21;0;0;0;4;1;0;1;0;0;0;8;3;0;2;3;0;10;6;0;5;1;2;6;0;5;4;8;0;6;0;3;4;1;3;2;11;0;23;3;2;0;3;23;10;7;18;2;15;3;3;11;55;11;7;0;1;3;2;5;8;9;2;0;0;6;57;19;72;1;1;0;8;1;0;6;19;5;0;1;0;6;2;0;1;3;0;0;0;0;1;1;0;0;5;3;0;8;7;2;4;13;1;1;1;2;8;0;5;3;0;0;23;25;1;0;23;6;87;27
L145-113;Q1;L145-113;2.985;2.714130434782608;2.0767412429378544;1.7608494350282469;1.571751412429378;-1;1.0;1.0;0.5;0.5;0.5;0.0615384615384615;211;14;211;134;14;5;30;33;12;1;135;120;139;1;77;146;16;13;38;15;0;0;17;1;9;0;4;2;1;4;0;2;2;15;0;65;0;0;1;4;11;6;0;1;0;4;19;5;1;0;0;1;63;8;4;1;0;14;34;1;13;3;1;2;5;0;0;1;2;1;15;6;0;13;52;1;2;0;8;46;6;7;3;10;0;0;3;11;1;25;0;0;20;19;0;81;0;3;1;10;26;176;45;85;0;3;2;1;49;2;5;75;4;0;0;1;5;0;3;1;4;32;0;8;40;1;1;0;2;21;100;2;125;56;2;46;104;0;0;4;0;13;0;7;0;0;3;49;6;30;11;35;12;183;94
L146-68;Q3;L146-68;2.44;2.05;1.8849150943396225;1.7363905660377357;1.6679245283018869;-1;1.0;0.8;0.9;0.9;0.7;1.0;9;10;9;5;10;8;3;3;5;2;23;20;0;1;3;0;1;4;9;3;3;0;0;0;0;3;1;0;1;1;0;0;1;5;2;8;0;0;0;1;3;1;0;1;0;1;1;1;0;0;0;0;13;5;1;0;0;4;1;0;2;1;5;0;2;0;0;1;1;2;0;2;1;10;1;0;1;0;0;4;0;1;2;9;1;1;4;5;1;2;0;0;1;4;0;9;0;0;1;7;4;29;12;6;0;0;0;0;0;0;1;2;2;0;1;0;3;0;0;0;0;0;0;0;0;1;1;0;3;0;2;0;5;3;0;15;18;3;4;0;0;8;0;2;0;1;2;3;3;1;8;12;7;20;20
L147-152;Q3;L147-152;2.495000000000001;1.965;2.0135873493975915;1.6753072289156612;1.6722891566265048;-1;0.8;1.0;0.9;0.9;0.7;0.0615384615384615;57;21;61;24;21;5;45;17;11;13;87;36;0;1;11;5;24;6;37;10;0;1;5;1;7;0;17;0;2;7;0;6;2;8;0;33;0;2;2;8;15;14;1;0;0;0;2;1;0;1;0;1;4;1;0;0;0;13;5;14;4;11;3;0;33;3;3;0;5;4;2;33;0;14;3;0;0;5;7;8;2;6;11;33;4;4;0;20;4;17;0;0;2;26;0;21;6;4;0;3;14;113;34;35;0;2;1;1;13;0;3;22;17;0;3;0;20;0;0;0;0;2;0;16;20;2;2;0;3;2;1;4;10;0;2;19;21;0;0;0;7;8;0;19;2;3;1;3;25;3;3;35;2;72;53
L148-154;Q4;L148-154;1.825;2.055;1.944827272727273;1.5996818181818182;1.3939393939393938;1;1.0;0.2;0.225;0.225;0.175;0.0;1;4;0;0;4;1;8;0;8;0;2;5;0;0;0;0;1;1;16;6;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;2;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;2;0;0;1;1;4;13;0;0;0;2;0;0;0;0;0;1;0;9;0;0;0;0;0;8;2;11;0;0;0;0;0;0;3;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;6;5;6;0;0;0;0;0;0;0;0;0;0;1;0;2;0;6;8
L149-106;Q3;L149-106;1.085;1.95;1.8379497076023392;1.6695608187134503;1.4853801169590632;-1;0.4;1.0;0.1142857142857142;1.0;0.4;0.4;38;28;38;20;29;13;35;13;21;5;58;41;2;8;7;11;16;9;29;17;0;1;1;0;3;1;15;0;0;2;0;1;0;11;2;25;0;1;0;1;0;0;0;0;0;0;4;4;0;0;0;3;15;5;4;3;2;4;4;0;0;5;0;2;3;0;1;1;0;1;3;4;0;5;10;0;12;2;5;19;3;6;3;21;2;2;5;26;3;15;0;0;4;26;0;42;1;0;1;2;5;76;24;41;0;6;2;1;0;0;8;17;19;0;1;0;20;0;2;3;5;1;0;0;1;2;2;1;4;7;1;0;13;12;0;15;27;2;2;2;3;8;1;9;0;2;4;4;7;5;2;33;6;71;35
L150-124;Q1;L150-124;2.8666666666666667;2.1766666666666667;2.077538059701493;1.832422388059701;1.4104477611940296;1;1.0;1.0;0.6;0.6;0.6;0.0;86;8;86;24;10;18;26;4;0;0;24;64;6;0;32;22;62;6;30;5;0;0;0;0;4;0;0;0;0;0;0;0;0;8;0;10;0;0;0;0;0;0;0;0;0;0;11;5;6;0;0;0;4;4;0;0;3;0;0;0;0;0;0;0;0;0;0;4;1;0;4;0;0;4;23;0;0;0;48;24;6;6;0;23;0;0;0;18;0;4;0;0;6;40;0;24;0;0;6;16;7;22;8;46;0;0;0;4;0;0;15;19;5;0;0;0;5;0;0;0;0;14;0;4;18;4;4;0;4;1;0;0;5;0;0;23;23;0;0;0;0;1;0;4;0;0;4;67;12;1;20;6;4;100;20
L151-111;Q1;L151-111;3.0;2.64;2.36646265060241;2.0541771084337364;1.5566265060240967;1;1.0;0.0529411764705882;0.1;0.0529411764705882;0.0;0.0;118;5;118;142;5;0;47;5;25;0;27;174;66;0;34;83;20;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;15;0;5;0;0;0;5;17;0;5;0;5;0;0;0;10;5;5;0;0;0;22;0;10;0;0;0;0;0;47;5;56;0;5;0;0;0;0;10;15;0;0;0;0;0;0;0;0;0;93;0;44;137;0;0;0;0;0;0;0;0;0;0;17;17;0;0;0;5;0;0;0;0;0;0;5;5;0;0;5;0;57;17
L152-114;Q1;L152-114;2.2586111111111125;2.1986111111111097;2.045738528138528;1.8314874458874453;1.835497835497835;-1;1.0;1.0;0.9;0.9;0.7;0.1;88;18;88;35;18;4;32;11;16;0;99;62;13;4;26;15;4;4;14;40;0;0;2;0;1;73;0;0;0;4;0;7;0;13;24;18;4;0;3;7;3;1;0;0;0;2;6;2;2;0;0;2;6;5;3;8;4;2;3;4;0;1;2;2;4;0;3;1;0;1;6;52;0;6;9;0;0;0;0;14;4;10;27;11;4;0;6;29;6;12;2;0;3;39;0;6;0;8;0;0;8;55;37;20;0;0;1;7;0;0;10;18;0;0;0;0;0;0;0;0;0;38;2;59;99;1;1;0;0;8;1;4;13;3;0;13;16;0;0;0;2;4;0;23;0;40;2;0;6;5;0;25;5;155;53
L153-99;Q2;L153-99;1.8270833333333327;2.120833333333334;1.9276044776119408;1.7570905472636809;1.5830845771144264;-1;1.0;1.0;1.0;1.0;0.75;0.0615384615384615;46;25;46;27;23;19;32;12;15;21;52;66;18;0;17;25;21;2;8;23;0;0;3;2;1;0;1;0;1;3;4;2;0;2;1;31;0;0;0;2;6;5;0;1;0;0;10;8;1;0;1;0;16;4;3;14;2;5;4;5;0;1;4;0;16;0;0;0;5;0;0;11;0;11;17;0;5;1;16;33;3;3;1;23;0;0;5;2;0;18;0;0;5;35;1;46;1;0;1;11;11;96;27;47;1;1;0;2;4;1;11;20;4;4;8;0;16;1;0;10;11;8;0;4;13;1;2;1;1;7;3;0;12;12;3;37;52;1;1;8;0;6;0;21;0;11;16;16;3;7;11;5;4;130;46
L154-119;Q1;L154-119;2.452;1.7459999999999998;1.9782974874371857;1.7555402010050245;1.766834170854272;-1;0.72;1.0;0.54;1.0;0.54;0.14;23;20;21;12;19;12;40;14;12;4;57;19;0;1;3;1;15;6;35;13;5;2;1;0;0;0;5;0;1;0;12;29;1;4;1;18;18;18;0;30;10;3;2;0;0;5;6;2;0;1;2;1;8;2;0;1;4;8;2;3;4;3;4;14;12;1;1;3;0;3;5;21;0;5;8;2;2;1;8;16;8;12;10;28;6;2;12;40;4;16;9;6;17;1;1;10;0;7;1;1;9;87;30;13;1;1;1;0;3;1;11;17;8;0;0;10;18;1;0;0;1;0;4;2;6;0;0;1;2;0;0;0;3;4;2;11;17;0;0;2;2;7;1;12;0;20;0;1;15;4;1;33;3;93;61
L155-117;Q1;L155-117;2.716666666666667;2.4177777777777774;1.973379213483146;1.7481471910112358;1.6775280898876404;1;1.0;1.0;0.5;0.5;0.5;0.225;59;19;58;19;19;16;58;33;17;2;81;38;4;0;3;4;30;4;30;20;0;5;16;0;11;4;20;3;16;7;0;12;1;6;2;23;0;7;6;13;1;1;0;0;0;0;12;4;1;4;3;1;35;20;1;24;0;0;5;0;1;0;4;1;3;0;2;0;0;2;0;14;0;11;0;0;5;3;1;31;3;10;8;35;0;0;12;46;7;6;0;1;14;26;2;12;0;3;3;16;8;59;22;86;0;0;0;2;0;1;12;35;25;0;1;0;26;0;0;3;3;11;2;6;19;14;14;0;0;2;0;4;6;6;0;18;24;0;1;0;2;23;0;13;5;5;2;4;26;5;19;19;27;94;29
L156-100;Q3;L156-100;2.1385714285714283;2.4;1.9457463235294128;1.7132080882352942;1.601470588235293;-1;1.0;1.0;0.2;0.125;0.05;0.27;41;29;40;27;28;32;43;8;5;2;31;32;3;2;25;12;10;1;22;5;0;0;0;0;0;2;8;0;0;0;0;1;0;2;0;8;0;0;0;1;2;2;0;0;0;0;18;13;0;4;0;3;12;3;1;5;4;1;2;6;0;0;8;0;4;0;3;0;0;16;0;7;0;2;8;0;1;0;0;3;3;6;6;12;0;0;2;19;3;13;0;0;6;19;0;16;0;0;1;4;2;37;22;12;0;1;0;0;1;0;12;14;4;0;0;0;4;0;0;2;2;13;0;3;16;0;0;4;0;6;0;0;10;3;0;5;8;3;3;0;16;6;0;9;0;0;0;10;0;3;5;27;4;50;47
L157-115;Q1;L157-115;2.4519230769230766;1.9761538461538457;1.9804446280991728;1.7709;1.920661157024793;-1;1.0;0.2666666666666666;0.1285714285714285;1.0;0.0;0.1285714285714285;54;33;54;24;33;18;24;11;43;11;97;57;6;8;10;10;5;6;10;3;0;0;4;0;0;37;2;0;4;4;1;0;1;2;15;40;0;0;0;1;4;0;0;0;3;1;9;7;0;0;2;3;11;6;4;0;2;9;4;0;2;6;7;0;0;4;5;0;2;2;2;40;9;4;5;3;9;0;2;9;0;4;2;7;2;2;0;12;4;13;0;0;5;7;0;26;0;0;0;0;2;101;28;12;0;2;0;2;0;0;7;11;0;0;2;3;5;0;0;1;1;26;0;26;52;4;4;0;8;2;2;0;12;6;0;16;22;2;2;0;5;2;0;0;0;1;4;4;7;12;0;14;5;65;42
L159-138;Q4;L159-138;2.565;2.416;1.873986928104576;1.6390294117647055;1.491503267973855;-1;1.0;1.0;0.1;1.0;0.1;0.1;42;20;42;44;20;9;34;8;6;4;38;47;18;1;5;19;5;11;42;9;0;0;1;0;0;0;1;0;0;1;0;1;0;2;5;34;0;0;0;1;4;1;0;3;0;0;4;4;0;0;0;3;10;5;1;2;5;1;11;6;3;1;4;7;5;0;6;0;0;0;1;9;0;7;0;1;8;0;9;10;1;4;15;16;3;0;0;12;1;44;2;0;10;25;0;20;0;0;2;9;6;47;14;54;0;3;2;0;1;0;2;8;0;0;5;0;5;0;0;4;4;26;0;14;41;1;1;1;0;0;1;0;2;4;5;9;18;1;1;0;3;6;0;7;1;0;2;0;20;4;11;42;4;53;20
L160-155;Q1;L160-155;2.4;1.43;2.2495000000000003;1.5858625;1.875;1;0.6;0.0;0.0;0.0;0.0;0.0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2
L161;Q4;L161;2.753142857142856;2.388285714285713;2.0929509090909098;1.8761209090909103;1.5709090909090913;1;1.0;0.3333333333333333;0.1333333333333333;0.1333333333333333;0.1333333333333333;0.0;18;0;22;2;0;16;9;4;4;2;9;6;0;0;2;3;18;0;23;22;1;0;0;0;0;6;2;0;0;1;15;2;0;2;0;2;0;0;2;2;1;1;0;0;0;0;1;1;0;0;0;0;14;9;0;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;16;0;0;0;0;4;0;16;35;2;35;0;16;0;0;50;149;33;17;0;3;0;0;0;0;0;4;0;0;2;43;22;1;14;0;0;0;0;0;0;0;12;0;2;0;14;0;0;0;0;0;0;15;15;0;0;0;0;0;2;2;4;0;0;6;6;0;0;0;0;1;0;11;0;0;0;14;10;1;0;21;8;65;60
L162;Q1;L162;2.7204;2.3124;1.9681458333333344;1.7603590909090905;1.5007575757575735;1;1.0;1.0;0.9;0.9;0.7;0.0615384615384615;72;28;71;39;28;7;66;23;38;6;78;58;4;5;13;10;52;11;48;21;3;0;13;0;2;0;19;1;0;1;0;23;0;13;0;39;0;0;11;23;4;2;0;2;0;0;14;3;1;0;10;1;7;4;1;7;7;4;10;1;2;5;5;1;3;0;0;0;0;3;3;6;0;48;23;0;16;0;31;51;22;23;13;20;1;1;1;25;1;21;0;3;6;35;1;47;0;6;0;3;24;115;21;67;10;2;1;1;5;0;12;29;20;0;2;0;22;0;0;3;3;8;0;14;22;2;2;0;2;3;4;22;31;17;0;77;94;3;3;0;5;7;0;12;0;3;1;15;16;12;1;25;2;164;65
L163;Q3;L163;3.0;2.56;1.80416862745098;1.683276470588235;1.5294117647058816;-1;0.2666666666666666;0.6666666666666666;0.125;0.0777777777777777;0.0;0.125;15;7;15;20;7;5;21;4;16;3;44;18;0;0;0;0;0;2;6;5;0;1;3;0;3;0;0;0;2;3;1;0;2;4;0;25;0;1;0;2;4;0;1;0;2;1;4;2;0;0;2;2;3;0;0;2;3;0;7;0;4;13;6;8;2;0;1;5;0;2;3;4;1;10;7;0;2;1;0;0;1;2;2;6;0;0;0;6;0;12;0;0;3;9;1;39;0;0;0;2;0;23;43;7;0;0;8;7;0;1;0;17;0;0;0;0;0;2;6;0;8;0;0;0;0;1;1;0;0;9;0;0;9;2;0;1;3;0;0;28;1;10;0;2;1;0;2;0;9;0;2;9;6;47;26
L164;Q4;L164;2.65;2.06;1.9786081081081075;1.7224;1.5340540540540528;-1;1.0;0.8571428571428571;0.9;0.9;0.7;1.0;59;14;59;35;14;11;65;12;10;6;71;36;3;0;6;4;32;4;37;27;0;1;4;2;2;0;8;0;0;1;1;4;2;7;0;32;0;0;2;6;2;0;0;1;1;0;12;7;1;3;1;3;10;4;0;5;3;5;17;1;8;1;5;4;14;1;0;1;4;4;3;10;3;7;7;2;6;2;12;15;2;11;1;37;2;2;6;33;9;12;0;1;12;2;17;9;1;0;2;8;8;95;18;47;1;3;0;0;3;0;7;13;8;0;1;1;10;2;0;2;4;6;0;5;11;4;6;0;3;4;0;2;9;0;0;13;13;1;1;1;2;9;2;12;4;5;0;4;30;6;10;23;3;91;34
L165;Q4;L165;2.7708333333333326;2.029166666666667;2.060543650793652;1.6583373015873015;1.5825396825396818;1;1.0;0.2666666666666666;0.225;0.225;0.175;0.0;37;1;36;24;1;5;30;7;5;4;30;32;9;0;6;9;6;0;14;13;0;0;7;0;6;3;3;1;0;1;1;1;0;3;2;18;0;0;0;1;6;1;0;0;0;3;6;4;0;1;1;1;11;7;0;5;1;3;4;0;0;0;9;1;1;0;0;0;0;1;6;0;0;2;4;0;18;0;4;9;3;4;12;17;0;0;0;6;1;11;0;3;0;6;2;18;0;0;2;8;2;53;11;11;0;0;0;1;1;0;7;9;0;1;0;0;1;0;0;2;2;10;0;5;15;8;8;2;0;1;0;0;3;8;0;4;12;0;0;3;0;5;1;7;2;0;0;7;14;0;10;9;5;56;15
L166;Q1;L166;2.3117391304347814;2.1186956521739133;1.9704082111436965;1.8371750733137844;1.6985337243401768;1;1.0;0.24;0.84;0.96;0.84;0.24;44;28;42;59;28;18;164;30;12;21;248;30;1;0;14;6;25;4;33;11;7;1;5;0;4;3;2;1;2;6;1;14;1;10;2;87;0;5;3;15;31;8;0;20;0;3;14;6;0;1;7;3;8;5;1;13;7;28;8;22;3;8;43;7;55;2;0;3;4;9;16;60;0;2;19;0;1;1;6;13;14;19;10;16;2;0;3;46;4;66;22;21;11;53;0;66;4;20;0;7;24;211;112;28;0;2;0;4;20;0;10;37;7;1;2;0;10;0;0;3;3;13;1;6;20;0;0;0;1;3;0;6;10;7;0;14;21;0;0;8;10;54;0;34;0;4;1;13;2;9;7;72;6;243;67
L167;Q1;L167;2.84;2.56;1.9180345588235304;1.635991176470588;1.717647058823528;-1;1.0;0.2181818181818181;0.09;0.3;0.24;0.09;25;9;25;15;9;4;43;16;25;10;56;12;2;4;2;3;1;1;25;4;0;0;2;0;6;4;1;0;2;6;0;7;2;16;1;28;8;3;6;9;3;0;1;1;1;0;7;4;1;1;1;5;7;6;1;1;2;4;2;2;0;7;1;0;8;2;1;8;2;1;1;26;0;10;1;0;3;1;10;6;1;17;9;17;1;1;14;61;16;33;0;8;3;2;0;10;5;0;0;0;3;67;24;10;0;11;5;1;2;0;28;48;1;0;0;0;1;0;1;2;3;1;6;0;7;1;1;0;0;0;4;1;5;5;2;5;12;0;2;0;2;5;0;3;1;0;3;1;4;0;0;84;5;89;52
